ID,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15â€“64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15â€“24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),Well-Being Index
454159,1007012,NGC 300,0.664592878,70.16184518,16996.00512,0.433762963,7.432473906,4.813660832,0.361669445,0.329266373,228.1398281,58.10241446,40.70837807,32.88439752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03798206
454195,1007012,Reticulum II,0.876485039,79.97084099,19681.39378,0.933004092,13.58774762,13.11088223,0.939213218,0.994256442,119.3964188,106.2289757,97.5741599,30.62532989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116931496
455356,1006009,Ursa Minor Dwarf,1.054780236,78.28158661,101059.429,1.136515103,15.11382249,11.17615609,0.990310778,0.870812516,47.90306083,114.9977338,,19.39958156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050482836
456490,1005006,NGC 5237,1.001054167,86.00596058,56673.33253,1.150995174,19.90460784,16.43845039,1.091465705,0.970023109,70.57813087,114.5342366,119.3922557,34.61877856,811.989696,110.3551045,39.95065515,43.51430841,31.24558953,663.5122937,73.12459426,84.27959129,88.3616796,84.46547352,60.22564951,120.3497847,2.290623402,36.73312263,8.488819573,27.2296114,80.46269825,76.65872635,100.8514655,79.97234829,81.29674939,57.00436645,55.96852007,1.136678531,24.11610563,163.3818266,178.3407488,22.52113847,12.56026003,58884.52585,22862.96108,18.27836354,100.8315152,30.44429676,8.932733289,15.5887951,16.03225855,21.33623089,17.53503088,513.5524918,15.15351022,82398.47137,47682.62528,131.8924627,291.5915667,132.8967091,124.0409282,30.46007545,5.228336417,122.4486595,221014.5632,117.2837227,162.1248003,126.5214714,88.62698836,16.05190277,1.108850558,1.013593169,1.085501058,23.54032548,59.61396958,18.08748573,,19.23039288,0.408918724,0.125922282
458175,1006009,Sagittarius Dwarf Sphr SagDEG,1.051337115,83.97840489,28892.8647,0.978892721,21.39529849,12.95656418,0.97377217,1.105028187,102.6831991,114.7609813,123.9898596,23.47568474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074267322
458478,1004004,Andromeda XV,1.069542417,88.70375649,49924.14486,1.054936669,19.89870177,15.58254207,1.030948188,1.054977879,70.34584325,123.5087574,114.6502764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146595311
458871,1005006,UGCA 15 (DDO 6),0.760244969,76.06448885,19210.08236,0.804755669,15.03614409,,,,,109.0354093,105.6894555,35.09521922,566.7061878,65.22213271,112.0975603,92.61816904,13.85286078,466.0806485,29.24090604,71.43577037,76.20710619,34.54891934,84.12969877,86.17949221,2.312985325,52.05405319,15.52874556,53.32353073,74.73192849,71.98980063,69.39975858,82.85339612,68.6086539,45.69029078,60.86307328,1.444595344,28.99446495,247.3568753,475.4269775,14.79286007,11.2208368,17492.82195,4868.905806,15.82245186,100.7456869,22.82664364,45.06264695,,,,,258.1631769,23.07751092,19978.98225,19217.96487,125.791192,,,,27.3501646,,,150303.086,,139.1012725,47.25434738,31.69028465,11.60658337,,,,,,,,,,0.046130579
464030,1005006,IC 4662 (ESO 102-14),0.969951369,84.64703362,25707.84813,0.720147662,15.55828733,13.74149133,0.821547114,0.904802469,130.7054491,110.0347793,107.0701384,21.4514576,814.1897576,108.4688309,60.89771712,58.29765566,17.37355827,723.1800535,49.19838404,84.9007252,85.30770207,105.1452646,65.90187616,115.0117884,2.961835962,74.64515688,8.557861554,69.21311756,80.95274837,92.92053168,75.1476902,88.69867422,78.56163949,76.86106858,53.69979354,2.268123793,20.43918363,223.7888183,277.8109509,41.93995197,11.38857086,27512.71756,6625.645913,23.05547695,120.8125188,27.20630612,6.64690875,12.73059815,12.38789725,16.87257808,16.71380767,312.9284736,58.77950539,29013.08624,12852.98179,79.52088499,80.72412908,72.7220251,74.56423417,20.78076304,10.26597223,88.97830005,124255.3299,127.9980764,432.9666932,71.25502719,42.50107487,7.938314076,0.906187695,0.928680013,1.024614227,115.6066562,113.9253404,19.71423478,3.626399981,-0.331467287,0.63731171,0.05419879
464585,1005006,UGC 4879 (VV124)[61],0.949168447,72.31171222,28769.53441,0.712202218,16.15984537,12.40957108,0.874706419,0.865764874,152.0657648,103.8601543,107.3929588,41.98609927,1306.575441,71.49940178,64.51012386,34.49834215,17.56610705,729.1931175,34.59289296,70.76185453,82.11857239,84.21726459,50.63212844,89.58736793,2.145779273,68.09379305,11.12395466,70.71324544,57.53651017,55.83535273,64.91759232,54.57653869,54.5015632,48.24143041,65.15088475,1.261150455,33.81182292,304.1248213,426.8388589,14.39553779,6.730279204,19672.07948,5144.968976,15.65798565,197.8004721,27.84095887,7.193794859,14.48295765,16.41815061,17.5625543,14.66286613,310.3685128,38.86689513,34611.96846,17186.41013,138.0353799,97.22887124,118.9921995,101.676044,31.1473619,38.74824018,97.24248192,35929.59609,109.7900147,340.4777383,75.14789638,31.94970018,11.52864708,0.788431696,0.769221731,1.084081195,136.994428,149.1783596,23.44435605,4.058927082,25.80231719,0.46023968,0.069307792
466131,1004004,Andromeda XXV,0.792736746,76.50968234,24133.99844,0.726162093,14.70050344,11.76912872,0.698534042,0.662501197,158.4889297,122.9746625,120.9938938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054804023
466244,1005006,KKs 3,0.816443387,72.48646714,15141.24751,0.844427516,10.40052691,7.206763744,0.75449419,0.422475164,187.2391101,102.360574,79.08502167,33.54396983,761.2407221,58.05658673,135.1602064,109.6248255,18.4372718,554.1223715,110.231958,71.79539521,78.26409796,52.03421309,104.4085983,68.58863362,1.6216253,99.96538875,6.910327887,60.81540853,69.0285449,33.04606669,57.4458794,91.51045344,60.8452167,33.52204377,26.57767757,2.153537801,4.487338015,304.2031327,369.0792822,59.08342506,42.9752267,29492.40051,6958.641121,11.94222183,78.69755428,30.70498078,12.76875266,3.344568946,6.087033123,9.243550622,9.821746631,653.1439703,76.01448713,24623.42971,11898.44686,82.0559513,96.29299603,46.71008848,39.74299668,29.37719756,11.98647949,66.22130518,89614.77149,102.2644423,404.2039254,53.55869059,24.60857782,6.372992397,0.494321809,0.65833027,0.71675576,184.8329511,152.6542209,24.93045292,2.281993499,29.08387847,0.782071442,0.047345439
466479,1009020,Tucana III,0.910401671,83.26214992,28772.07744,0.899252631,17.64831588,9.459964561,0.936008852,0.744501259,120.7246933,116.4997786,114.7646997,57.31851961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060223357
466555,1007012,UGC 4483,0.663313453,59.86768822,24133.68392,0.484926571,14.24691975,7.004415203,0.573999211,0.627930766,215.7705532,78.75620512,40.65099165,21.19544056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041573535
468393,1008016,Grus II,0.920575538,74.13254732,19523.0655,0.713191392,16.75795672,11.39085961,0.840109541,0.845610242,175.6957707,96.88550175,63.35954827,25.29405148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046977278
470537,1006009,KUG 1210+301B (KK98 127),0.878416585,75.78129423,18159.03409,0.620282646,12.49364429,8.341601083,0.747455448,0.447086306,221.036646,98.42067763,45.64427217,41.43482278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04756912
470565,1011030,Andromeda XXIV,0.722450505,67.01629949,22849.18308,0.670889383,12.62148697,6.697768837,0.488080854,0.722067277,241.7685368,77.54821833,61.40982281,18.07898164,1146.918089,44.45110758,128.7302568,94.95905183,10.1274146,491.7030178,84.11655433,63.7744604,71.04341918,123.5948758,111.2274918,191.5449516,2.595133203,79.5397821,11.28568468,98.63432537,93.90911632,90.54125116,37.09718988,93.33853043,84.30495756,66.80107956,48.27402376,2.653033914,21.44700233,364.9485137,470.3540502,22.56569673,8.221487509,20614.64644,4846.135039,21.63541075,85.05872097,39.33276793,16.76786468,8.912187563,7.836933361,16.07177773,13.36485766,933.1017586,97.86055195,21226.06482,21724.15393,47.82657815,82.66796578,51.72836889,60.08805975,17.44889895,7.252108626,54.73003273,72385.93801,161.6480821,384.438986,46.46898387,23.85428538,10.41879014,0.607944666,0.65192603,1.016052403,203.4688152,196.3394185,3.00073158,14.71096778,4.700298883,0.867354997,0.031476525
470864,1005006,NGC 2403,0.963004111,87.24463436,45492.4542,1.037382728,18.07153654,15.16005693,1.04091656,1.04031205,76.49886721,115.4395936,122.6732117,27.47712273,1017.596309,72.99495286,36.53650707,36.34541976,25.86452481,626.3615239,43.73939368,81.57335574,89.41203183,81.0558221,42.40288377,70.50345732,2.344270327,53.98395383,21.24408417,58.536667,66.80411233,67.47699065,63.67832945,65.3040375,58.53028761,59.92014564,55.10228974,1.748623277,47.92273309,143.5380438,340.4498302,9.452783407,13.98678469,34112.53803,8071.074182,17.13494462,104.2702892,32.27773217,8.082832283,14.4656616,13.35371386,19.6818037,15.33240353,216.8225946,34.7036578,46533.99524,21604.64759,128.4837714,100.0227627,90.01853712,100.7374366,22.88920747,10.9556482,109.8604099,130479.0326,103.7873847,254.5139439,120.7538363,65.86945766,7.254156985,1.017080602,0.960943917,1.060878663,90.7674252,90.43466583,24.16439392,,20.52593058,0.415052648,0.113557889
470953,1007012,Sagittarius Dwarf Sphr SagDEG,1.012386764,85.41243838,27713.44299,0.987719221,21.26041954,11.70492854,0.8542491,1.089600838,98.53151355,111.4135824,117.7652336,26.34532504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074026169
473470,1009020,Phoenix Dwarf Galaxy (P 6830),1.135251411,92.7405909,57165.22713,1.137149161,18.68788639,13.05873324,0.96858226,0.919661497,92.7834782,125.3609513,123.0230753,30.78863213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198261795
473956,1005006,UGC 9240 (DDO 190),0.655041881,68.09979292,25818.38414,0.502051599,14.99533502,4.090412579,0.629675935,0.499810062,236.7756208,48.07889761,94.08673606,26.27628083,846.9587994,31.00419967,182.7386849,114.3122431,14.16575377,625.3617248,17.06941608,63.94958825,62.39607652,34.7741888,117.3711045,100.9161304,2.628662701,114.6768019,6.180095725,102.7864349,95.16750917,102.0009998,42.45478383,94.97803928,92.83857569,31.72103876,41.98988119,2.267278645,12.65967116,439.8025763,466.2671538,27.03451694,18.2441911,9768.908081,3912.471303,19.37824646,85.77288639,57.50394145,19.55771607,6.5855815,7.883448312,11.26598771,11.99616363,875.5233511,118.4891516,20471.01583,19473.71156,38.43905403,57.72622854,42.96607131,38.19958648,22.85045221,2.990929542,29.4646858,,146.0448843,245.0421461,37.41744117,35.07794406,10.73633009,0.573463812,0.503645534,1.005710084,182.0211169,192.4724927,,8.921199409,,0.765148445,0.041882257
475096,1005006,UGCA 438 (ESO 407-018),0.985934881,79.26722507,28952.66717,0.788738778,13.66396075,10.51369545,0.842367527,0.79414045,153.6508149,,,33.14426788,451.2966105,101.1140431,94.31706774,65.35079296,13.67291698,531.605647,64.76864206,75.81818239,87.04047368,45.21972723,114.2524405,157.6483041,1.481798561,69.96473471,29.52976579,39.52365974,51.75677499,28.45209232,81.22538131,77.70848526,37.87430887,25.79092631,27.78567209,2.427151074,47.64534649,205.7742379,253.1425804,12.43971625,10.10691082,23553.50122,7371.51665,19.85428033,114.1892517,,,10.21254326,12.28884292,15.34748362,14.77761256,406.9256175,43.02508004,32770.1701,16463.33628,127.7831246,97.44704123,70.62894783,108.0039264,28.69254649,15.77551646,84.41239408,108058.3398,102.2000164,314.6510558,50.47449152,44.22223572,,0.872543096,0.739649486,0.84326638,122.6659194,142.4378764,,,51.74885689,,0.066315913
475528,1008016,Willman 1,1.056009598,86.84344431,50144.13073,1.095283811,17.67742495,11.99124184,0.911032915,0.848902678,110.7533764,124.7767872,126.8035223,46.48150447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054726884
476444,1009020,Sextans Dwarf Sph,0.780063683,59.85706115,15691.45581,0.672793777,13.21611324,9.170625778,0.68662099,0.616402665,186.8609497,77.67839001,68.40573311,30.86856278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040234185
477357,1004004,Pisces II,0.910577833,76.33653092,34352.31584,0.780297253,15.86067817,10.47372375,0.929380093,0.895133923,168.9164444,113.7019787,97.41997638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054835926
478490,1005006,KKh 060,0.617981848,62.52116635,22008.18609,0.897280098,13.45237583,9.906248375,0.812748343,0.694049215,195.4506012,105.092786,55.97621638,29.29414939,559.897961,58.24057754,101.102135,76.57484566,14.92298644,319.5632605,81.22029993,58.60110243,62.4485985,87.65090533,87.42978694,146.5627566,2.249206273,64.10804007,32.28439237,61.58597764,64.01654943,60.70603226,63.40089672,72.09158517,59.88627468,29.63464511,58.57661141,1.912904483,57.31585042,588.5769168,594.5687983,43.24516201,17.0641897,33539.8533,5542.442952,16.88376619,94.05008966,36.64162972,9.640259252,8.243516411,8.490924007,14.54770778,14.24395497,938.2549242,52.95841048,27801.87522,19712.4161,50.38734945,97.44462737,43.81011253,46.29550361,27.67358571,4.847649509,69.26663449,111212.5335,120.2658857,1081.786851,50.336984,20.72295894,15.42107762,0.730422184,0.756735218,0.995925862,174.3730008,172.969606,40.97400613,16.65555089,46.09314173,0.77075881,0.043713243
481631,1007012,Andromeda XII,0.974841152,80.85972952,21002.69142,0.87801766,16.02186116,7.466114342,0.714280025,0.6788266,176.0700106,121.88746,113.2281484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063375147
486008,1005006,IC 1613 (UGC 668),0.65162635,64.4835687,23597.08628,0.445870668,7.946139726,3.667643856,0.58940571,0.4839112,199.0904256,88.99808913,44.02021451,28.7475242,1084.464014,62.24404368,184.9270535,117.5154514,11.40171819,431.5190576,61.57653669,60.81088734,58.84142809,82.17182987,121.1664824,207.8995979,2.595040218,126.2245434,5.768065939,88.48395199,70.07600809,78.37061278,41.42818782,79.91348941,79.21739169,56.52090335,55.96427032,1.649737837,25.00607894,459.1328555,500.8466201,50.79256535,41.37426988,18572.92129,11370.42654,16.25425439,99.99313266,32.26105463,20.71394516,6.279827827,5.857577805,8.634837164,10.72048506,1012.334876,114.4528794,26252.42656,18291.6374,26.08084393,70.1386997,,,26.33202989,7.127675381,,119501.4193,94.3089868,289.6046749,19.57300217,11.31464645,5.660628762,0.463696202,0.566192282,0.885814741,186.4979682,173.709313,1.319551198,7.682315677,,,0.041649894
486107,1009020,UGC 8651 (DDO 181),0.689738286,63.23679272,22798.23281,0.632187383,,9.605592464,,,,,,22.10639362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037955418
487485,1004004,Maffei 2,0.999267941,77.99276322,16032.35502,0.586170042,11.51122847,6.272619867,0.62976253,0.568124684,175.6615285,103.7019371,34.97242814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04576912
490175,1005006,NGC 2366,0.951350143,77.21749515,18930.02371,0.590701642,13.49658346,15.13594813,0.796111857,0.904761949,167.191168,77.37206127,125.2635537,16.76335267,759.9308215,51.59221189,81.35863974,89.17206681,13.60792499,475.2967851,36.00936376,70.15318726,83.14794379,74.52667484,74.93081075,94.2984941,2.500450333,73.49858392,19.51232793,75.57395901,49.97585705,48.67908088,51.53565757,63.33973403,53.93436769,28.36009081,30.87701921,2.729164482,35.58046056,241.6012018,326.4851011,25.03235702,18.47280267,21633.80031,6138.805397,5.562528296,163.2674594,28.56135163,10.23622689,13.10091518,15.66545021,12.64231926,15.90707583,203.7281595,97.33145869,10965.27271,14446.039,134.8335862,45.88254238,117.5201195,106.9846951,16.8856198,22.78727188,132.1445464,,118.4497703,389.9938966,70.70954896,30.43195017,8.197777262,0.67348069,0.733966622,0.963471979,160.7036269,143.353507,6.793261224,4.282390358,,0.607491793,0.055550137
494911,1007012,NGC 2366,0.838296465,81.96889401,24319.14728,0.547339628,14.79094175,13.0162739,0.741128399,0.774431559,154.2410725,83.81925286,136.0321879,31.47135761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053553661
495623,1006009,BoÃ¶tes IV,0.875392378,79.32472267,20136.23209,0.926790825,13.87553118,11.9225161,0.87379795,0.633432282,163.3507054,119.2165136,106.53637,27.69079794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054471768
498021,1010025,M32 (NGC 221),0.831405014,72.47986339,29455.69845,0.887879189,15.12810132,10.66954601,0.726922577,0.803706847,160.5854313,110.8113827,113.9531033,23.80002692,718.4287263,99.0890783,61.32373859,59.17386488,9.321834363,375.1048419,46.83593627,75.9476087,82.00310329,75.88842805,108.0825844,143.4598245,2.861551061,49.53439952,13.16400874,46.09927225,54.50627888,30.75817858,67.13224045,82.37435947,43.7142197,25.51121221,22.3959381,2.7721423,29.86651924,182.9470357,291.7919543,36.40901903,32.86570515,24256.23514,4673.324434,12.74869794,130.2980908,28.22559549,21.58083734,5.252044721,10.15946636,14.35533503,16.33699898,391.0556252,17.89716809,43891.01834,23041.37985,158.7938134,54.0083172,41.87654797,71.21616931,25.92361419,8.241008536,78.60837364,138003.2926,,177.7175751,137.3929244,30.85338711,6.45707485,0.743336857,0.868962981,0.838052675,142.1728799,145.0869407,31.7322766,,17.71875297,0.829578264,0.050714155
500501,1006009,NGC 3109,0.988887573,81.58068695,21718.61609,0.847311912,14.50143193,8.623434639,0.645828506,0.585737425,173.4191665,86.47765715,91.71651903,37.91652954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050233665
501771,1008016,IC 1613 (UGC 668),0.716505263,64.42814442,9557.959002,0.68268009,11.69384372,3.053733692,0.551650019,0.43339925,239.3950694,84.40808422,49.00938018,33.54531907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038965822
505885,1010025,Andromeda XXIII,0.926865305,77.60735805,24732.01668,0.890667465,16.27966341,10.94823269,0.801952733,0.849275766,161.380863,113.9726937,68.0775044,42.87782119,709.1084369,65.05782707,56.45349412,57.83969661,14.47137754,614.8624466,122.0750362,72.8941828,78.72629184,107.6178498,74.54905984,93.74842999,2.360497488,87.30121669,15.15513259,70.99881581,85.75744701,78.55948387,63.11689646,87.70698896,71.83565841,76.05096826,43.00288332,1.754377809,30.31533616,227.3029504,337.2250784,35.66445217,20.52287348,14318.20183,7158.053597,11.66265549,90.32154622,33.64343501,10.92269989,10.71600901,9.189806107,15.06649714,13.87206544,420.8082351,68.53715961,45021.28864,19762.59097,136.8507211,84.09080662,86.67768061,64.57617701,44.80911286,4.903697279,56.45791904,107685.8341,128.3701842,548.783718,101.729272,38.69146679,4.323027413,0.846175128,0.768255337,1.018136712,147.2438355,127.957842,33.22241493,5.55547441,18.99911924,0.684981929,0.06160864
506908,1005006,Horologium I,0.900174024,85.54458289,31273.75776,0.841500957,14.3284132,8.477915779,0.821315629,0.673970706,170.8275863,101.9532321,97.47142526,,1099.946454,79.33327953,110.9366619,63.24885368,20.33916305,512.0648472,74.37363877,73.71234119,83.27234015,71.17899905,86.42757906,149.803866,2.245674587,79.27424051,18.58026602,34.59542252,73.74781358,74.57853563,87.71744366,83.54486125,70.38455157,41.94979426,59.67062637,2.35257085,27.78192123,245.7633171,228.888531,28.7690024,7.468114631,13317.94871,7834.750739,13.52213428,171.1558705,25.29066258,9.015179635,6.238966417,7.465083059,16.12730192,12.51432141,322.2090604,59.55367614,35964.75248,15351.49602,69.48727295,117.7353276,,,,17.35282888,,68236.4675,128.7205868,295.8171377,62.97704267,18.35593954,5.593889471,0.751495059,0.73512792,1.061380608,,,,3.368058238,,,0.053008215
511548,1005006,ESO 410-G005,1.131386042,88.26192514,22832.34378,0.865941744,14.95753364,11.45079982,0.889600671,0.745863163,149.4593396,106.043189,114.5141114,30.09481254,806.941011,69.53109688,50.16608072,32.78848568,23.30619423,801.0621169,51.26857654,79.37029389,83.04573077,86.57429515,66.59708336,87.41677059,2.204003281,53.70114258,41.17844434,54.77367186,65.98766042,57.49506613,61.20532644,69.561156,54.06085847,66.23053819,50.99854934,2.298766252,84.10064345,110.800281,226.4423011,17.26075559,9.331379723,21247.68491,10206.80645,11.171894,144.4747076,28.05063474,3.298384876,3.913429999,13.07962174,15.36001105,15.19625778,386.2972818,55.62972202,37390.92959,21670.45888,129.9514501,65.10363711,,,30.11905076,11.71925479,,81096.20446,113.9953762,231.0987945,90.90741734,51.95332218,10.04761776,0.818351952,0.895549708,0.890402454,134.6891397,113.5121809,11.58623666,4.126465721,15.6579083,,0.068472471
518336,1006009,Eridanus II,0.946068893,77.38341736,28245.33827,0.789884891,17.3474095,10.46199946,0.866981505,0.834759858,157.2753964,104.2521618,96.05600558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054376219
518851,1006009,IC 3104,0.828090992,67.62412247,20335.34209,0.632467291,13.30453362,7.145349344,0.647428255,0.621020266,240.1162961,61.04717373,59.21678452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034953371
521807,1007012,Pisces V (Andromeda XVI),0.763157905,66.23264684,16337.27331,0.56667955,12.23841091,3.952205977,0.454213078,0.54972852,230.2739161,96.76781933,83.47404818,26.60973091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039557584
522941,1005006,"Sextans A (92205, DDO 75)",0.951102974,81.64571245,26792.56627,0.889332142,17.86874654,13.82672042,0.930606127,0.925391502,95.82374129,,,30.12012154,562.349075,73.72357316,56.53700104,32.0508717,24.47984103,298.4171843,49.34002458,82.70558702,86.50386923,70.94298772,59.52290447,82.621466,2.830614511,38.22864424,40.37923589,24.19440611,61.96417402,56.07386757,94.88931063,70.74880963,53.69216046,77.32526995,54.82601586,2.207469263,69.95743869,215.1029846,307.4312567,,,24108.35907,5484.989603,40.58626207,153.1105933,,,11.64998227,14.76820719,15.52484384,15.76917224,230.1208322,84.35621584,43322.38742,16177.86975,145.1820759,67.53580194,103.4223983,112.5230344,23.9764731,,115.9469037,67920.84624,127.1164171,101.9058762,113.6219033,45.8660688,,0.872900517,0.922233277,0.967968682,111.4958188,94.87904394,,4.274038661,,,0.10527346
524012,1005006,UGCA 86,0.811768752,75.83307844,17738.60849,0.708720821,11.62953439,8.42085111,0.668711031,0.716782769,184.6621284,87.45450477,55.09215538,,563.8268668,68.4708122,139.3162386,73.433573,8.012410758,410.9880141,36.93996012,71.18597083,75.56455665,72.68056109,103.6057099,130.8051816,3.423733404,87.29168167,20.45116088,47.25644288,61.55333922,65.77902055,78.46174143,78.54866433,60.30580504,84.10584187,45.47676554,3.170295219,27.0953747,260.4848469,335.9863883,25.4216866,10.90890776,12593.70116,6223.276905,23.70106051,,21.80952207,7.802566999,8.834441596,8.717238779,14.60807409,12.34690635,455.9687374,87.73163864,18674.04271,13530.09229,74.58486304,52.88095302,,,,6.155592533,,102872.9362,142.4025765,299.4747155,86.22378867,48.1653911,13.47743784,0.707867746,0.754113171,0.935409365,168.9473497,168.8671646,,,,,0.044361663
524123,1008016,Grus I,1.053849015,87.71376497,26882.51963,0.963264972,16.80727223,11.53239677,0.880860777,0.809857408,103.8791931,119.5282209,122.0269719,35.79045639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075328315
526487,1006009,IC 1613 (UGC 668),0.573216883,61.54990941,23199.9178,0.591949653,12.58627646,5.635975909,0.658413234,0.380552046,174.8949893,85.33355807,50.4345179,30.50555059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039642876
